"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100";"V101";"V102";"V103";"V104";"V105";"V106";"V107";"V108";"V109";"V110";"V111";"V112";"V113";"V114";"V115";"V116";"V117";"V118";"V119";"V120";"V121";"V122";"V123";"V124";"V125";"V126";"V127";"V128";"V129";"V130";"V131";"V132";"V133";"V134";"V135";"V136";"V137";"V138";"V139";"V140";"V141";"V142";"V143";"V144";"V145";"V146";"V147";"V148";"V149";"V150";"V151";"V152";"V153";"V154";"V155";"V156";"V157";"V158";"V159";"V160";"V161"
"fDiscardRate.sInstalledBase2";3000;3299,7;3597,526875;3896,75971790597;4199,94199313996;4509,063048337;4825,70067828335;5151,13131766297;5486,41389092956;5832,45258881153;6190,04310337466;6559,90615830595;6942,71219445824;7339,11555606222;7749,7517964026;8175,23911437372;8616,18453441957;9073,1924992042;9546,87429936893;10037,8572985832;10546,793277625;11074,3620134962;11621,2772653944;12188,2922430178;12776,2029849856;13385,849212941;14018,1130136358;14673,9161005782;15354,2164842309;16060,0052524923;16792,3039459772;17552,1627725667;18340,6597783661;19158,9009268271;20008,0209509142;20889,1848147941;21803,5896256582;22752,4668558321;23737,0847601904;24758,7509025547;25818,8147189706;26918,6700665309;28059,7577252937;29243,5678349041;30471,6422569825;31745,5768606094;33067,0237327777;34437,6933194589;35859,3565063045;37333,8466509419;38863,0615809981;40448,965573251;42093,591329529;43799,0419641568;45567,4930160195;47401,1944959327;49302,4729772486;51273,7337347513;53317,462934145;55436,2298719499;57632,689263494;59909,5835749603;62269,7453941098;64716,0998333305;67251,6669579889;69879,5642326294;72603,0089772955;75425,3208260836;78349,9241799134;81380,3506453731;84520,2414513278;87773,3498347388;91143,5433868062;94634,8063501134;98251,241856894;101997,074097876;105876,650410375;109894,443273405;114055,052196599;118363,205488607;122823,761889506;127441,71205047;132222,179842679;137170,423476048;142291,83640699;147591,948012958;153076,42401008;158751,066588696;164621,814240117;170694,74124644;176976,05680374;183472,103747471;190189,356847458;197134,420638406;204314,026750442;211735,030702895;219404,408123208;227329,250351725;235516,759391981;243974,242165239;252709,104027165;261728,841504003;271041,03420519;280653,335869244;290573,464499907;300809,191550033;311368,330111518;322258,722070871;333488,224191685;345064,693087482;356995,969051131;369289,858710337;381954,116482641;394996,424807946;408424,373141913;422245,435699584;436466,94794541;451096,081833489;466139,819810236;481604,927600994;497497,925812178;513825,060391527;530592,272000732;547805,164367292;565468,971695701;583588,525231973;602168,219090099;621211,975464001;640723,209363957;660704,793032099;681159,020207302;702087,570425353;723491,473555629;745371,074790291;767726,000316022;790555,123911403;813856,534724792;837627,506497825;861864,468508095;886562,978510955;911717,69796439;937322,369822314;963369,799180179;989851,83705229;1016759,36755236;1044082,29873763;1071809,55736215;1099929,08776628;1128427,85510758;1157291,8531127;1186506,11650057;1216054,73819511;1245920,89141013;1276086,85665085;1306534,05363611;1337243,07810279;1368193,74341006;1399365,12681629;1430735,62025643;1462282,98540289;1493984,41274917
"aDiscountFactor";1;0,99750312239746;0,995012479192682;0,992528054819138;0,990049833749168;0,987577800493881;0,985111939603063;0,982652235665073;0,980198673306755;0,977751237193336;0,975309912028333;0,972874682553454;0,970445533548508;0,968022449831306;0,965605416257566;0,963194417720822;0,960789439152323;0,958390465520947;0,9559974818331;0,953610473132626;0,951229424500714;0,948854321055801;0,946485147953484;0,944121890386422;0,941764533584249;0,939413062813476;0,937067463377403;0,934727720616027;0,932393819905948;0,930065746660279;0,927743486328553;0,925427024396637;0,923116346386636;0,920811437856805;0,918512284401457;0,916218871650878;0,913931185271228;0,911649210964462;0,909372934468231;0,907102341555802;0,90483741803596;0,902578149752926;0,900324522586266;0,898076522450803;0,895834135296528;0,893597347108516;0,891366143906831;0,889140511746448;0,886920436717157;0,884705904943484;0,882496902584595;0,880293415834221;0,878095430920561;0,875902934106203;0,873715911688034;0,871534349997158;0,869358235398806;0,867187554292255;0,865022293110741;0,862862438321375;0,860707976425058;0,858558893956395;0,856415177483614;0,85427681360848;0,852143788966211;0,850016090225398;0,847893704087916;0,845776617288844;0,843664816596384;0,841558288811773;0,839457020769207;0,837360999335754;0,835270211411272;0,83318464392833;0,831104283852126;0,8290291181804;0,826959133943362;0,824894318203603;0,822834658056018;0,820780140627725;0,818730753077982;0,816686482598111;0,814647316411415;0,812613241773098;0,810584245970187;0,808560316321452;0,806541440177327;0,804527604919828;0,802518797962478;0,800515006750229;0,798516218759377;0,796522421497492;0,794533602503334;0,792549749346778;0,790570849628736;0,788596890981077;0,786627861066553;0,784663747578722;0,782704538241868;0,780750220810926;0,778800783071405;0,776856212839313;0,774916497961081;0,772981626313483;0,771051585803566;0,769126364368571;0,767205949975856;0,765290330622826;0,763379494336853;0,761473429175205;0,759572123224968;0,757675564602974;0,755783741455725;0,753896641959321;0,752014254319383;0,750136566770982;0,748263567578565;0,746395245035882;0,744531587465909;0,742672583220782;0,740818220681718;0,738968488258944;0,737123374391628;0,735282867547801;0,733446956224289;0,731615628946642;0,729788874269057;0,727966680774312;0,726149037073691;0,724335931806916;0,722527353642072;0,720723291275541;0,718923733431926;0,717128668863986;0,71533808635256;0,713551974706502;0,71177032276261;0,709993119385551;0,7082203534678;0,706452013929563;0,704688089718713;0,702928569810718;0,701173443208572;0,699422698942729;0,697676326071031;0,695934313678642;0,694196650877979;0,692463326808643;0,690734330637355;0,689009651557881;0,687289278790972;0,685573201584293;0,683861409212356;0,682153890976452;0,680450636204588;0,678751634251414;0,677056874498165;0,675366346352585;0,673680039248868;0,671997942647589;0,670320046035639
"aDiscountRate";0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04;0,04
"fNPVProfitChange.sBacklog1";8492000;8477735,21249759;8892430,97121076;9513806,96326834;10224391,7770309;10970148,4143672;11733975,4873064;12519150,5816095;13339323,9755044;14212699,1893581;15158788,8323765;16196202,4588249;17330075,8958314;18535712,2696291;19772416,4384849;20996618,3038173;22166518,4375338;23243207,6182305;24190509,5273139;24974516,0654143;25565621,6344017;25948084,2070912;26120666,5231693;26094070,8713912;25887641,4520245;25526269,6861461;25037780,7719957;24450840,0053544;23793347,0904992;23091270,971647;22367887,3724681;21643392,5913604;20934737,5838616;20255626,1848685;19616654,2373104;19025566,2185927;18487600,0660658;18005887,7559948;17581877,3163614;17215739,6659529;16906749,9760133;16653633,9403112;16454866,5495782;16308911,7373173;16214395,998495;16170215,7904329;16175584,9884123;16230033,3877095;16333369,6231498;16485622,0589529;16686969,8950563;16937674,3686383;17238017,1303756;17588250,166055;17988559,3255517;18439041,7382513;18939696,1423399;19490424,3750814;20091041,844257;20741294,6600543;21440881,1801291;22189475,9344344;22986754,1869049;23832415,7114355;24726206,6801206;25667938,8656195;26657505,637841;27694894,4827715;28780195,9844223;29913609,3867938;31095444,9896487;32326123,7292766;33606174,3545817;34936228,6328712;36317015,0134807;37749351,1468134;39234135,6081347;40772339,1160481;42364995,4710203;44013192,3746982;45718062,2301314;47480772,9692789;49302518,9091857;51184511,602813;53127970,6247923;55134114,2158017;57204149,7009102;59339263,5959006;61540611,3199782;63809306,4421158;66146409,4003424;68552915,6475276;71029743,1926747;73577719,5227678;76197567,9062003;78889893,0944356;81655166,4535554;84493710,5716701;87405683,4017934;90391062,0128164;93449626,0337834;96580940,8889093;99784340,9328368;103058912,607646;106403477,755134;109816577,229953;113296454,97129;116841042,702733;120447945,441789;124114428,011827;127837402,75984;131613418,693072;135438652,255825;139308899,974298;143219573,201787;147165695,198535;151141900,77954;155142438,759478;159161177,416033;163191613,18115;167226882,753719;171259778,806736;175282769,436892;179288021,474723;183267427,738922;187212638,279215;191115095,60852;194966073,877198;198756721,890525;202478109,815418;206121279,364743;209677297,187748;213137311,134264;216492608,999243;219734679,293862;222855273,531166;225846469,458957;228700734,621873;231410989,589406;233970670,14831;236373787,727712;238614987,304369;240689602,025011;242593703,783537;244324149,003744;245878618,903842;247255653,557707;248454679,119572;249476027,643694;250320949,007872;250991614,53878;251491112,036956;251823432,008412;251993445,026757;252006870,27235;251870235,421356;251590828,185184;251176639,92734;250636301,907591;249979014,819947;249214472,398978
"fNPVProfitChange.sBacklog2";8492000;8477735,21249759;8892430,97121076;9513806,96326834;10224391,7770309;10970148,4143672;11733975,4873064;12519150,5816095;13339323,9755044;14212699,1893581;15158788,8323765;16196202,4588249;17330075,8958314;18535712,2696291;19772416,4384849;20996618,3038173;22166518,4375338;23243207,6182305;24190509,5273139;24974516,0654143;25565621,6344017;25948084,2070912;26120666,5231693;26094070,8713912;25887641,4520245;25526269,6861461;25037780,7719957;24450840,0053544;23793347,0904992;23091270,971647;22367887,3724681;21643392,5913604;20934737,5838616;20255626,1848685;19616654,2373104;19025566,2185927;18487600,0660658;18005887,7559948;17581877,3163614;17215739,6659529;16906749,9760133;16653633,9403112;16454866,5495782;16308911,7373173;16214395,998495;16170215,7904329;16175584,9884123;16230033,3877095;16333369,6231498;16485622,0589529;16686969,8950563;16937674,3686383;17238017,1303756;17588250,166055;17988559,3255517;18439041,7382513;18939696,1423399;19490424,3750814;20091041,844257;20741294,6600543;21440881,1801291;22189475,9344344;22986754,1869049;23832415,7114355;24726206,6801206;25667938,8656195;26657505,637841;27694894,4827715;28780195,9844223;29913609,3867938;31095444,9896487;32326123,7292766;33606174,3545817;34936228,6328712;36317015,0134807;37749351,1468134;39234135,6081347;40772339,1160481;42364995,4710203;44013192,3746982;45718062,2301314;47480772,9692789;49302518,9091857;51184511,602813;53127970,6247923;55134114,2158017;57204149,7009102;59339263,5959006;61540611,3199782;63809306,4421158;66146409,4003424;68552915,6475276;71029743,1926747;73577719,5227678;76197567,9062003;78889893,0944356;81655166,4535554;84493710,5716701;87405683,4017934;90391062,0128164;93449626,0337834;96580940,8889093;99784340,9328368;103058912,607646;106403477,755134;109816577,229953;113296454,97129;116841042,702733;120447945,441789;124114428,011827;127837402,75984;131613418,693072;135438652,255825;139308899,974298;143219573,201787;147165695,198535;151141900,77954;155142438,759478;159161177,416033;163191613,18115;167226882,753719;171259778,806736;175282769,436892;179288021,474723;183267427,738922;187212638,279215;191115095,60852;194966073,877198;198756721,890525;202478109,815418;206121279,364743;209677297,187748;213137311,134264;216492608,999243;219734679,293862;222855273,531166;225846469,458957;228700734,621873;231410989,589406;233970670,14831;236373787,727712;238614987,304369;240689602,025011;242593703,783537;244324149,003744;245878618,903842;247255653,557707;248454679,119572;249476027,643694;250320949,007872;250991614,53878;251491112,036956;251823432,008412;251993445,026757;252006870,27235;251870235,421356;251590828,185184;251176639,92734;250636301,907591;249979014,819947;249214472,398978
"fNetIncome.sBacklog1";8492000;8498956,06554262;8937004,46694474;9585428,76150939;10327148,6227241;11108135,8945909;11911311,8170454;12740163,9432859;13608796,1948606;14536109,6449809;15542535,3986725;16647778,741981;17857855,280618;19148019,0080915;20476704,1542886;21798941,021171;23071151,2161194;24252336,0304887;25303946,9109576;26189431,3968392;26876399,085132;27346752,426883;27597545,0641229;27638455,5183982;27488443,7976222;27172572,6377455;26719293,7013882;26158248,5103151;25518559,4139816;24827568,4321933;24109991,2875558;23387465,4843492;22678330,4897662;21997583,1664446;21356986,2596813;20765307,0759301;20228656,5597159;19750894,9050105;19334067,0806775;18978828,3827221;18684848,3926661;18451182,2548219;18276594,8686037;18159824,1682247;18099774,678856;18095639,8793664;18146959,1356872;18253620,4045304;18415822,8257836;18634013,8195483;18908814,1229557;19240941,7859693;19631143,1803077;20080136,1443121;20588567,8455797;21156987,9469597;21785836,2308509;22475442,9172917;23226039,3798717;24037776,7519985;24910749,9493424;25845024,8324624;26840666,5263061;27897767,248027;29016472,3375119;30197003,5165019;31439678,7112797;32744928,0538732;34113305,9222867;35545499,0872111;37042331,1977967;38604763,9607286;40233895,4454041;41930955,9861215;43697302,1546143;45534409,249301;47443862,6985669;49427348,7115771;51486644,4385186;53623607,8288119;55840167,3056208;58138311,3116176;60520077,7268465;62987543,1159968;65542811,7298326;68188004,1635416;70925245,5625011;73756653,262151;76684323,7519472;79710318,8622985;82836651,0865759;86065267,9665258;89398035,4875886;92836720,4499285;96382971,8006728;100038300,932547;103804060,973435;107681425,110306;111671364,00937;115774622,412443;119991695,007342;124322801,687996;128767862,337922;133326471,289048;137997871,626505;142780929,529193;147674108,855459;152675446,203067;157782526,692601;162992460,743197;168301862,128736;173706827,62092;179202918,542485;184785144,568683;190447950,127501;196185203,758325;201990190,794196;207855609,733981;213773572,667017;219735610,103486;225732680,548587;231755185,136831;237792987,614264;243835439,92077;249871413,58165;255889337,067276;261877239,222011;267822798,798731;273713400,063843;279536194,359873;285278167,429564;290926212,217534;296467206,77423;301888096,793274;307175982,218797;312318207,265604;317302453,103655;322116832,371273;326749984,600559;331191171,565742;335430371,502468;339458371,095405;343266854,094779;346848485,401245;350196989,45449;353307221,775215;356175232,543967;358798321,15388;361175080,74848;363305431,849736;365190644,295086;366833346,83413;368237523,884338;369408499,108679;370352905,653807;371078643,072646;371594821,146544;371911691,016078;372040564,222509;371993720,44959;371784304,934434
"fNetIncome.sBacklog2";8492000;8498956,06554262;8937004,46694474;9585428,76150939;10327148,6227241;11108135,8945909;11911311,8170454;12740163,9432859;13608796,1948606;14536109,6449809;15542535,3986725;16647778,741981;17857855,280618;19148019,0080915;20476704,1542886;21798941,021171;23071151,2161194;24252336,0304887;25303946,9109576;26189431,3968392;26876399,085132;27346752,426883;27597545,0641229;27638455,5183982;27488443,7976222;27172572,6377455;26719293,7013882;26158248,5103151;25518559,4139816;24827568,4321933;24109991,2875558;23387465,4843492;22678330,4897662;21997583,1664446;21356986,2596813;20765307,0759301;20228656,5597159;19750894,9050105;19334067,0806775;18978828,3827221;18684848,3926661;18451182,2548219;18276594,8686037;18159824,1682247;18099774,678856;18095639,8793664;18146959,1356872;18253620,4045304;18415822,8257836;18634013,8195483;18908814,1229557;19240941,7859693;19631143,1803077;20080136,1443121;20588567,8455797;21156987,9469597;21785836,2308509;22475442,9172917;23226039,3798717;24037776,7519985;24910749,9493424;25845024,8324624;26840666,5263061;27897767,248027;29016472,3375119;30197003,5165019;31439678,7112797;32744928,0538732;34113305,9222867;35545499,0872111;37042331,1977967;38604763,9607286;40233895,4454041;41930955,9861215;43697302,1546143;45534409,249301;47443862,6985669;49427348,7115771;51486644,4385186;53623607,8288119;55840167,3056208;58138311,3116176;60520077,7268465;62987543,1159968;65542811,7298326;68188004,1635416;70925245,5625011;73756653,262151;76684323,7519472;79710318,8622985;82836651,0865759;86065267,9665258;89398035,4875886;92836720,4499285;96382971,8006728;100038300,932547;103804060,973435;107681425,110306;111671364,00937;115774622,412443;119991695,007342;124322801,687996;128767862,337922;133326471,289048;137997871,626505;142780929,529193;147674108,855459;152675446,203067;157782526,692601;162992460,743197;168301862,128736;173706827,62092;179202918,542485;184785144,568683;190447950,127501;196185203,758325;201990190,794196;207855609,733981;213773572,667017;219735610,103486;225732680,548587;231755185,136831;237792987,614264;243835439,92077;249871413,58165;255889337,067276;261877239,222011;267822798,798731;273713400,063843;279536194,359873;285278167,429564;290926212,217534;296467206,77423;301888096,793274;307175982,218797;312318207,265604;317302453,103655;322116832,371273;326749984,600559;331191171,565742;335430371,502468;339458371,095405;343266854,094779;346848485,401245;350196989,45449;353307221,775215;356175232,543967;358798321,15388;361175080,74848;363305431,849736;365190644,295086;366833346,83413;368237523,884338;369408499,108679;370352905,653807;371078643,072646;371594821,146544;371911691,016078;372040564,222509;371993720,44959;371784304,934434
"aNPVIndustryProfits";0;1061500;2121216,9015622;3232770,77296354;4421996,64337209;5700045,61550095;7071314,16729685;8538061,10321016;10102954,9259113;11770370,4228494;13546957,8215191;15441806,4255662;17466331,7329193;19632591,2198982;21949555,2536019;24421107,3084125;27045684,5963897;29816499,4010814;32721900,3533602;35745714,0442744;38867528,5524512;42063231,2567514;45306741,7826378;48571825,098034;51833583,9569579;55069539,138461;58260322,8492292;61390045,4457287;64446400,446398;67420568,8327104;70306977,7041663;73102963,6257248;75808387,6996448;78425229,8976275;80957183,1707361;83409264,9503999;85787460,727724;88098410,7359822;90349146,7054815;92546881,3700267;94698848,8282708;96812192,5752725;98893896,8178114;100950755,136509;102989369,103673;105016168,603485;107037445,577289;109059393,700841;111088147,874305;113129819,077198;115190521,834567;117276393,071449;119393602,367529;121548354,508826;123746885,779583;125995455,695277;128300335,912558;130667797,930351;133104100,977236;135615481,207768;138208143,040275;140888253,187791;143661937,679595;146535281,952959;149514333,916888;152605109,751903;155813602,110106;159145790,314836;162607652,125182;166205176,623235;169944377,796584;173831308,42029;177872073,88645;182072845,680772;186439874,259881;190979501,136566;195698170,029918;200602436,980935;205698979,370441;210994603,804318;216496252,851156;222211010,629922;228146107,251082;234308922,11473;240706986,065082;247347982,393181;254239746,670156;261390265,38277;268807673,332258;276500249,747255;284476413,052519;292744714,227562;301313828,683503;310192546,582587;319389761,522933;328914457,511208;338775694,148013;348982589,954707;359544303,776166;370470014,20139;381768896,952992;393450100,207215;405522717,818329;417995760,434933;430878124,510889;444178559,230281;457905631,384025;472067688,255436;486672818,593278;501728811,773502;517243115,27498;533222790,61996;549674467,956594;566604299,488572;584017911,985359;601920358,635583;620316070,535399;639208808,132842;658601612,977777;678496760,154781;698895711,802425;719799072,146639;741206544,497481;763116890,677093;785527893,361434;808436321,828799;831837901,613701;855727288,564766;880098047,799415;904942638,035731;930252401,762658;956017561,683251;982227223,83172;1008869387,7235;1035930963,84841;1063397798,76014;1091254707,95154;1119485516,63391;1148073108,46164;1176999482,16032;1206245815,92885;1235792539,39482;1265619412,80786;1295705613,06099;1326029826,03393;1356570344,6594;1387305172,02238;1418212128,71709;1449268963,60704;1480453467,0625;1511743585,68849;1543117537,50583;1574553926,51045;1606031855,51151;1637531036,13985;1669031894,92389;1700515674,35156;1731964527,87471;1763361607,86563;1794691145,60408;1825938522,45657
"aInitialDemandForecast";6000;6599,4;7195,05375;7793,51943581194;8399,88398627991;9018,12609667399;9651,4013565667;10302,2626353259;10972,8277818591;11664,9051776231;12380,0862067493;13119,8123166119;13885,4243889165;14678,2311121244;15499,5035928052;16350,4782287474;17232,3690688391;18146,3849984084;19093,7485987379;20075,7145971664;21093,58655525;22148,7240269925;23242,5545307889;24376,5844860356;25552,4059699713;26771,698425882;28036,2260272716;29347,8322011564;30708,4329684618;32120,0105049846;33584,6078919544;35104,3255451333;36681,3195567322;38317,8018536542;40016,0419018285;41778,3696295882;43607,1792513164;45504,9337116642;47474,1695203807;49517,5018051094;51637,6294379411;53837,3401330617;56119,5154505874;58487,1356698082;60943,284513965;63491,1537212188;66134,0474655554;68875,3866389177;71718,713012609;74667,6933018838;77726,1231619962;80897,9311465019;84187,1826590579;87598,0839283137;91134,986032039;94802,3889918655;98604,9459544971;102547,467469503;106634,92586829;110872,4597439;115265,378526988;119819,167149921;124539,49078822;129432,199666661;134503,333915978;139759,128465259;145206,017954591;150850,641652167;156699,848359827;162760,701290746;169040,482902656;175546,699669478;182287,086773612;189269,612700227;196502,483713788;203994,148195752;211753,300820749;219788,88654681;228110,104393198;236726,410977215;245647,523779012;254883,42410094;264444,359685358;274340,846952097;284583,67281398;295183,896025916;306152,84802016;317502,133177391;329243,628480233;341389,482492881;353952,11360748;366944,207494941;380378,713694916;394268,841276812;408628,053500884;423470,061405789;438808,816246416;454658,500703449;471033,518783963;487948,484330478;505418,208054329;523457,683008005;542082,06841038;561306,671738487;581146,928999814;601618,383100065;622736,660223036;644517,444141743;666976,448383371;690129,386174964;713991,938102262;738579,717420675;763908,232965282;789992,849615892;816848,746283826;844490,871399168;872933,895890819;902192,163666977;932279,639620472;963209,855201987;994995,851624357;1027650,12078305;1061184,54400146;1095610,32873458;1130937,9433914;1167177,05046395;1204336,4381802;1242423,950928;1281446,41872791;1321409,5860642;1362318,0404146;1404175,14085071;1446982,94711126;1490742,14958058;1535452,00063204;1581110,24782281;1627713,06944958;1675255,01299565;1723728,93701619;1773125,95702191;1823435,39592878;1874644,73964463;1926739,59836036;1979703,67410458;2033518,73510471;2088164,59747526;2143619,11472431;2199858,17553256;2256855,71021516;2314583,7062254;2373012,23300113;2432109,47639022;2491841,78282027;2552173,7133017;2613068,10727221;2674486,15620557;2736387,48682012;2798730,25363257;2861471,24051285;2924565,97080578;2987968,82549835
"aLaggedVolumeForecast1";101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;104005,854732925;107802,670931501;113020,94670192;119479,058409999;127060,600099726;135696,732411474;145354,043117943;156025,906840538;167726,199839056;180485,284743983;194361,354991096;209411,804030957;225696,480043516;243282,414728467;262247,29892537;282682,00094202;301597,859000892;319289,263553493;336082,664359785;352292,320873433;368197,579205565;384034,593338364;399996,480483666;416237,758539821;432880,514992385;450020,137031844;467713,772843038;486019,265323993;504991,517264004;524678,383354832;545119,020816374;566343,790456675;588375,095126315;611228,766846645;634919,461778103;659458,301599444;684853,530813807;711112,792172631;738245,837793079;766266,848690738;795195,935388257;825059,732314437;855891,221103245;887729,020104335;920616,406165126;954600,215822682;989729,811871353;1026056,2142686;1063631,42854827;1102507,96729442;1142738,5416752;1184375,89303985;1227472,72997646;1272081,75132348;1318255,72901728;1366047,62721005;1415510,73978336;1466698,83385073;1519666,29076805;1574468,23850001;1631160,67044134;1689800,54657025;1750445,87353766;1813155,76127069;1877990,45471764;1945011,34047718;2014280,92911649;2085862,81485087;2159821,61484078;2236222,89063146;2315133,05424462;2396619,26117052;2480749,29209511;2567591,42469694;2657214,29631635;2749686,75778173;2845077,71820939;2943455,98019765;3044890,06452436;3149448,02323046;3257197,23982574;3368204,21527686;3482534,33842073;3600251,6394783;3721418,52541369;3846095,49598325;3974340,83944126;4106210,30700733;4241756,76535136;4381029,82651082;4524075,45482107;4670935,55061102;4821647,51059298;4976243,76506;5134751,29219521;5297191,11000125;5463577,74657347;5633918,68967322;5808213,81680892;5986454,80730528;6168624,53813755;6354696,46562915;6544633,99545845;6738389,84379393;6935905,39277582;7137110,04398479;7341920,57398225;7550240,49646846;7761959,43608027;7976952,51933394;8195079,78870482;8416185,64631643;8640098,33417992;8866629,45837081;9095573,56494392;9326707,77575893;9559791,49270581;9794566,1790697;10030755,2269461;10268063,9196953;10506179,4983976;10744771,3411244;10983491,2635618;11221973,9490998;11459837,515924;11696684,2279023;11932101,3551474;12165662,189042;12396927,2152434;12625445,4467374;12850755,917384;13072389,3346177;13289869,8880211;13502717,2084264;13710448,4700174;13912580,6256464;14108632,7632711;14298128,5690984;14480598,8807335;14655584,3114172;14822637,9243446;14981327,9341395;15131240,4108571
"aLaggedVolumeForecast2";101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;101904;104005,854732925;107802,670931501;113020,94670192;119479,058409999;127060,600099726;135696,732411474;145354,043117943;156025,906840538;167726,199839056;180485,284743983;194361,354991096;209411,804030957;225696,480043516;243282,414728467;262247,29892537;282682,00094202;301597,859000892;319289,263553493;336082,664359785;352292,320873433;368197,579205565;384034,593338364;399996,480483666;416237,758539821;432880,514992385;450020,137031844;467713,772843038;486019,265323993;504991,517264004;524678,383354832;545119,020816374;566343,790456675;588375,095126315;611228,766846645;634919,461778103;659458,301599444;684853,530813807;711112,792172631;738245,837793079;766266,848690738;795195,935388257;825059,732314437;855891,221103245;887729,020104335;920616,406165126;954600,215822682;989729,811871353;1026056,2142686;1063631,42854827;1102507,96729442;1142738,5416752;1184375,89303985;1227472,72997646;1272081,75132348;1318255,72901728;1366047,62721005;1415510,73978336;1466698,83385073;1519666,29076805;1574468,23850001;1631160,67044134;1689800,54657025;1750445,87353766;1813155,76127069;1877990,45471764;1945011,34047718;2014280,92911649;2085862,81485087;2159821,61484078;2236222,89063146;2315133,05424462;2396619,26117052;2480749,29209511;2567591,42469694;2657214,29631635;2749686,75778173;2845077,71820939;2943455,98019765;3044890,06452436;3149448,02323046;3257197,23982574;3368204,21527686;3482534,33842073;3600251,6394783;3721418,52541369;3846095,49598325;3974340,83944126;4106210,30700733;4241756,76535136;4381029,82651082;4524075,45482107;4670935,55061102;4821647,51059298;4976243,76506;5134751,29219521;5297191,11000125;5463577,74657347;5633918,68967322;5808213,81680892;5986454,80730528;6168624,53813755;6354696,46562915;6544633,99545845;6738389,84379393;6935905,39277582;7137110,04398479;7341920,57398225;7550240,49646846;7761959,43608027;7976952,51933394;8195079,78870482;8416185,64631643;8640098,33417992;8866629,45837081;9095573,56494392;9326707,77575893;9559791,49270581;9794566,1790697;10030755,2269461;10268063,9196953;10506179,4983976;10744771,3411244;10983491,2635618;11221973,9490998;11459837,515924;11696684,2279023;11932101,3551474;12165662,189042;12396927,2152434;12625445,4467374;12850755,917384;13072389,3346177;13289869,8880211;13502717,2084264;13710448,4700174;13912580,6256464;14108632,7632711;14298128,5690984;14480598,8807335;14655584,3114172;14822637,9243446;14981327,9341395;15131240,4108571
